Giá,Khoảng_giá_min,Khoảng_giá_max,Thương_hiệu,Dòng_xe,Số_Km_đã_đi,Loại_xe,Dung_tích_xe,Xuất_xứ,Tuổi_đời_xe,Km_per_Year,Text_Raw,is_hqcn,is_nhap_y,is_abs,is_smartkey,is_vip_plate,is_zin,is_chinh_chu
7000000.0,10 tr,11.74 tr,Honda,Wave,300000,Xe số,100 - 175 cc,Nhật Bản,9,30000.0,wave anpha xanh dương cần bán xe wave cũ cần đổi xe máy mới 90 ai có nhu cầu liên hệ mình ạ,0,0,0,0,0,0,0
8500000.0,9.06 tr,10.64 tr,Honda,Air Blade,80000,Tay ga,100 - 175 cc,Việt Nam,14,5333.333333333333,cab ban ab dau bo ko 9chu xe ad fi cực kỳ tiết kiệm xăng xe đã lên cp phuoc và chia khoa chong trộm xe có hơi kiểu cam cò xe cộ sao mình nói vậy nay ai cần thì alô mình wa số ths nm đã xem,0,0,0,0,0,0,0
90000000.0,95.08 tr,111.62 tr,Honda,SH,50000,Tay ga,100 - 175 cc,Nước khác,16,2941.176470588235,cần bán sh ý 125 cần bán xe sh 125 nhập ý màu trắng ai có nhu cầu liên hệ,0,1,0,0,0,0,0
28000000.0,24.1 tr,28.29 tr,Honda,Air Blade,43000,Tay ga,100 - 175 cc,Việt Nam,7,5375.0,xe air blade 125 đời cuối 2019 do hiện dư xe không còn xử dụng nên cần bán xe 1 đời chủ biển số tphcm xe còn rất mới vẫn còn dán bảo vệ xe tình trạng như hình bảo dưỡng định kỳ không tiếp cò lái ạ,0,0,0,0,0,0,0
21500000.0,17.63 tr,20.69 tr,Honda,Winner X,50000,Tay côn/Moto,100 - 175 cc,Việt Nam,5,8333.333333333334,cần bán xe winner x winner x 150 đăng kí 03 2021 bstp 204 99 1 đời chủ công chứng nhanh lẹ bản đặc biệt đen vàng đồng odo 50 000km ngoại hình trầy xước theo năm tháng máy móc nguyên zin bao êm bao test đầu zin chưa rới chưa đâm đụng hay tai nạn bảo dưỡng đầy đủ giá bán mong muốn 21 triệu 500 còn thương lượng và fix mạnh cho ae nhanh lẹ sđt zalo tài đc 226 bùi minh trực p5 q8 tphcm,0,0,0,0,0,1,0
1900000.0,2.76 tr,3.24 tr,SYM,Dòng_Khác,65000,Xe số,50 - 100 cc,Đài Loan,18,3421.0526315789475,bán gấp ạ xe trước đang chạy bình thường nay mất chia khóa với để lâu k chạy ae mua về vệ sinh bình xăng lại đi bình thường xe k mục gì nha ae,0,0,0,0,0,0,0
9555555.0,9.12 tr,10.71 tr,Hãng khác,Dòng khác,10000,Tay ga,Dưới 50 cc,Trung Quốc,7,1250.0,xe dibao 50cc xe đã sử dụng ngoại hình còn khá đẹp do bé gần học xong 12 muốn đổi xe nên bán giá cả có thể tới nơi xem và thương lượng thêm,0,0,0,0,0,0,0
15600000.0,13.75 tr,16.14 tr,Honda,Winner,9999,Tay côn/Moto,100 - 175 cc,Việt Nam,9,999.9,xe chính chủ ủy quyền ae có nhá ý liên hệ e ạ xe đã qua sử dụng máy móc bao êm keo nguyên con từ khi mua chưa gỡ,0,1,0,0,0,0,1
1000000.0,3.28 tr,3.85 tr,SYM,Elizabeth,10000,Tay ga,100 - 175 cc,Không rõ,17,555.5555555555555,bán gấp 1000k xe củ máy kêu xe hơi tàn giấy tờ gốc cầm cavet chạy,0,0,0,0,0,0,0
15000000.0,15.55 tr,18.25 tr,Honda,Winner,13400,Tay côn/Moto,100 - 175 cc,Việt Nam,7,1675.0,cần bán xe mình muốn ko muốn đỏi xe khác cho vk đi máy có kêu nhẹ xe bao zin dàn áo liền lạc mình cần bán để đỏi xe,0,0,0,0,0,1,0
64000000.0,40.54 tr,47.59 tr,Honda,Vario,90000,Tay ga,100 - 175 cc,Nước khác,8,10000.0,nhà dư dùng ko có chỗ đậu nên cần bán xe nhập indo xe như mới có thể qua địa chỉ xem xe 118 8 âu duong lân tphcm,0,0,0,0,0,0,0
9000000.0,12.64 tr,14.84 tr,Honda,Air Blade,34824,Tay ga,100 - 175 cc,Nhật Bản,16,2048.470588235294,cần bán xe xe mua bán có giấy sang tên công chứng máy móc zin xe chạy êm ga nhẹ,0,0,0,0,0,1,0
15000000.0,6.78 tr,7.96 tr,Honda,Dòng khác,300000,Tay ga,100 - 175 cc,Việt Nam,18,15789.473684210527,thanh lý xe ps 150 củ cho trống nhà mình cần thanh lý xe ps 150 chính chủ xe củ giá còn thương lướng bán cho các a e về dọn lại,0,1,0,0,0,0,1
9500000.0,10.4 tr,12.2 tr,Honda,Wave,1000,Xe số,50 - 100 cc,Hàn Quốc,8,111.11111111111111,wave hq úp full nhật giấy đầy đủ bstp 09 wave hq úp full nhật giấy đầy đủ bstp 09c máy 54zc đầu lòng ampha áo ampha còn đẹp dàn chân sạch sẻ ae cần ib 9 500 còn bớt ae cafe nhé sđt,0,0,0,0,0,0,0
9500000.0,10.4 tr,12.2 tr,Honda,Wave,500,Xe số,50 - 100 cc,Hàn Quốc,8,55.55555555555556,zz wave hq úp full nhật giấy đầy đủ bstp 09c máy 54zc đầu lòng ampha áo ampha còn đẹp dàn chân sạch sẻ ae cần ib chi tiết liên hệ,0,0,0,0,0,0,0
17000000.0,19.1 tr,22.42 tr,SYM,Husky,32000,Tay côn/Moto,100 - 175 cc,Không rõ,7,4000.0,husky 125 bs sg cần bán chiếc husky 125 giấy tờ chuẩn không 9 chủ hồ sơ uỷ quyền lần 2 biển số sg xem xe q8 odo 32k,0,0,0,0,0,0,0
1700000.0,,,Yamaha,Nouvo,99999,Tay ga,50 - 100 cc,Việt Nam,38,2564.076923076923,cần ra đi nouvo 1 máy êm bstp có giấy tờ cần ra đi nouvo 1 máy êm tình trạng dàn áo như hình giấy tờ đầy đủ bớt xăng,0,0,0,0,0,0,0
35800000.0,30.2 tr,35.45 tr,Honda,Vario,47000,Tay ga,100 - 175 cc,Nước khác,7,5875.0,cần bán vario_150_2019 vario 150 xe nhập indo 2019 bs tp chính chủ màu xanh navi xe đẹp odo 47k km biển số thành phố chính chủ bao công chứng máy êm zin chưa rớt đầu gồm 2 kiếng zin 2 remot giá 35 800 000,0,0,0,0,0,1,1
43000000.0,36.06 tr,42.33 tr,Honda,Vario,3000,Tay ga,100 - 175 cc,Việt Nam,3,750.0,vario 160 abs 2023 siêu lướt xe mới odo tầm 3k như mới không có gì để tả keo full nguyên chiếc đã lên phuộc sau yss phuộc trước lcm xe bao đúng odo cho anh em test thoải mái uỷ quyền hay mua bán đều được,0,1,1,0,0,0,0
4200000.0,5.1 tr,5.99 tr,Yamaha,Mio,30000,Tay ga,100 - 175 cc,Nhật Bản,17,1666.6666666666667,máy thì thằm nha mua về là đỗ xăng chạy thôi ai cần liên hệ chợ tôt jha,0,0,0,0,0,0,0
12000000.0,16.83 tr,19.75 tr,Honda,Vision,30000,Tay ga,50 - 100 cc,Nhật Bản,10,2727.2727272727275,về quê cần gấp bán xe vision rin mới đẹp giá tốt xe ít sử dụng còn nguyên rin máy móc êm ái nhẹ nhàng đi rất lợi xăng về quê nên bán rẻ cho bạn nào mua về để đi làm hay đi học thì quá ưng ý luôn xe giấy tờ đầy đủ hợp lệ hợp pháp bán nhanh giá hạt dẻ cho ai thiện chí cần lh a sang vui lòng gọi trc 2 tiếng để xem xe nhé,0,1,0,0,0,0,0
250000000.0,77.17 tr,90.59 tr,Honda,SH,878,Tay ga,100 - 175 cc,Nước khác,1,439.0,sh vetro 150i khu vực quận 8 xe vừa mua tháng 1 2025 giá thương lượng,0,0,0,0,0,0,0
35000000.0,33.02 tr,38.76 tr,Honda,Lead,25000,Tay ga,100 - 175 cc,Việt Nam,4,5000.0,muốn đổi dòng xe khác cần bán lại xe nữ đi lên đời xe cần bán lại xe lead 2022 nữ đi rất cẩn thận chưa sửa chữa bất cứ gì bao tess,0,0,0,0,0,0,0
8500000.0,15.55 tr,18.25 tr,Honda,Winner,70000,Tay côn/Moto,100 - 175 cc,Không rõ,7,8750.0,winner 219 cần bán winner v1 cavet pt cmc máy êm zin ngoại hình ổn áp khu vực sg,0,0,0,0,0,1,0
4000000.0,6.77 tr,7.94 tr,Honda,Wave,1,Xe số,50 - 100 cc,Trung Quốc,18,0.05263157894736842,kẹt tiền r cần ra đi e noaa wave tq xe full mọi chức năng xe tiết kiệm xăng máy móc ok đi pô wave thái móc nhẹ giấy tờ dd cave đaq cầm 500k còn hạn ai ok ib e ạ giá còn fixx xem trực tiếp q6,0,0,0,0,0,0,0
12200000.0,12.27 tr,14.4 tr,Honda,Vision,16000,Tay ga,100 - 175 cc,Nhật Bản,12,1230.7692307692307,cần bán xe gấp trong ngày vision 2014 nhà mình dư 1 chiếc xe không dùng tới cần bán trong ngày bạn nào thiện chí mình fix cho ạ giấy tờ đầy đủ biển số thành phố muốn bán giá 12tr2 có fix cho ai có thiện chí mình ở khu vực q8 liên hệ,0,0,0,0,0,0,0
32500000.0,28.55 tr,33.52 tr,Piaggio,Sprint,20000,Tay ga,100 - 175 cc,Việt Nam,11,1666.6666666666667,cần bán xe vepa sprint đẹp xe sprint 1 chủ sử dụng xe đẹp máy rin chưa va chạm trầy sướt hay móp méo gì nha chạy cục nhẹ ae quan tâm xem xe q8 tphcm nhé,0,0,0,0,0,0,0
20000000.0,20.8 tr,24.42 tr,Honda,Vision,30000,Xe số,100 - 175 cc,Nước khác,7,3750.0,cần bán xe chùm mềm không sử dụng tới cần bán xe không sử dụng tới bán nhanh gọn lẹ xe còn mới chưa qua sửa chữa sđt không 9 không 8 một 8 hai không không 7,0,0,0,0,0,0,0
2500000.0,3.51 tr,4.12 tr,Suzuki,Hayate,56000,Tay ga,50 - 100 cc,Việt Nam,17,3111.1111111111113,xe nhà để rất lâu xe nhà đi để rất lâu 1 nam máy giờ đem ra đề hoài ko nổ còn lại đầy đủ hết ko thiếu gì hết ae nào thiện chí lh mình,0,0,0,0,0,0,0
140000000.0,95.08 tr,111.62 tr,Honda,SH,30000,Tay ga,100 - 175 cc,Việt Nam,16,1764.7058823529412,sh150i nhập ý số máy 105 xe zin chưa rớt đầu bao 100 xe đẹp anh chị cần gọi tôi thương lượng giá nha,0,1,0,0,0,1,0
7500000.0,7.37 tr,8.65 tr,Honda,Wave,60000,Xe số,100 - 175 cc,Nhật Bản,13,4285.714285714285,xe dư cần bán xe mua lâu ít chạy nên cần bán máy móc êm ái mua về chỉ xăng nhớt là chạy giấy tơ bao tranh chấp ai có như cầu thì gọi ạ it onl tin nhắn,0,0,0,0,0,0,0
16500000.0,15.49 tr,18.18 tr,Honda,Vision,37000,Tay ga,100 - 175 cc,Nhật Bản,11,3083.3333333333335,cuối đời 2015 xe đẹp fi zin ít hao xăng xe còn khá đẹp zin fi mua về là chạy ko làm gì thêm xe mua cửa hàng có hoá đơn rõ ràng bao tranh chấp vui lòng nhắn qua zalo cùng số,0,0,0,0,0,1,0
18900000.0,19.94 tr,23.41 tr,Yamaha,Janus,30000,Tay ga,100 - 175 cc,Không rõ,3,7500.0,cần bán xe yamaha janus đỏ biển 59 chính chủ cần bán xe yamaha janus màu đỏ biển thành phố chính chủ công chứng mau lẹ xe đẹp như hình chưa qua sữa chữa không đâm đụng hư hỏng gì xe như mới ace nào có thiện chí mua xin liên hệ,0,0,0,0,0,0,1
12400000.0,12.27 tr,14.4 tr,Honda,Vision,16000,Tay ga,100 - 175 cc,Nhật Bản,12,1230.7692307692307,mới mua xe cần bán xe cũ vision đời 2014 mua xe mới nên nhà mình còn dư 1 chiếc xe không dùng tới vision đời 2014 biển số 59 thành phố xe không chính chủ mình ở tạ quang bửu q8 liên hệ zalo cầnmuaxe vision,0,0,0,0,0,0,1
16000000.0,16.76 tr,19.67 tr,Yamaha,Exciter,50000,Tay côn/Moto,100 - 175 cc,Việt Nam,8,5555.555555555556,bán xe ex như hình đc phường 7 quận 8 tp hồ chí minh xe không chính chủ,0,0,0,0,0,0,1
3200000.0,3.4 tr,3.99 tr,SYM,Attila,20000,Tay ga,100 - 175 cc,Nhật Bản,15,1250.0,bán xe atila đĩa bay máy êm xe dàn áo liền lạc giấy tờ đầy đủ bao viết giấy tay chanh chấp xe máy rất êm đi hơn 40km 1lit ae ai cần xe liên hệ chú thanh qua số điện thoại,0,0,0,0,0,0,0
19000000.0,15.73 tr,18.46 tr,Yamaha,Exciter,43000,Tay côn/Moto,100 - 175 cc,Việt Nam,9,4300.0,exiter 150 chính chủ nguyên zin mới 90 do mổ cột sống ko đi tay côn nữa nên mình cần bán lại chiếc ex 150 đăng ký lần đầu 2017 xe mới 90 odo khoảng 45 000km bao ko tua đồng hồ xe chính chủ mình đứng tên giá bán 19 triệu xe đi kỹ bảo dưỡng thường xuyên thay phuột sau rcb đã khắc phục lỗi lụp cụp phuộc trước còn đủ 2 chìa khoá có từ chống trộm cặp vỏ maxiss mới thay,0,1,0,0,0,1,1
3500000.0,3.92 tr,4.6 tr,Hãng khác,Dòng khác,123456,Xe số,100 - 175 cc,Trung Quốc,20,5878.857142857143,xe tq máy êm gtdd xe trung quốc máy êm hư đèn và đề giấy tờ đầy đủ biển 61 giá 3 triệu 500 phường 5 quận 8 tphcm,0,0,0,0,0,0,0
52000000.0,36.71 tr,43.1 tr,Honda,Air Blade,23000,Tay ga,100 - 175 cc,Việt Nam,3,5750.0,bán xe honda airblade 160 trắng có việc nên tạm gác lại đam mê mình cần ra đi 1 em honda ab đk cuối 2022 đầu 2023 xe chính chủ bstp giấy tờ đầy đủ xe màu sơn nguyên bản trắng chưa dặm tút cấu hình chi tiết xe đã lên __ ecu vario160 __họng xăng 32 __co gió __lọc gió 1280 k n __nồi brt __pô zin móc ấm __ 1 pô 4road __full ốc salaya chân trống inox __heo rembo logo xám pát ốc dây dầu đầy đủ __mâm cnc bạc 8 cây bst __tay thắng rcb bình dầu rời __bi cầu x200 demi a7 trước sau __mão mặt nạ ốp pô che đuôi đã ốp carbon forget __yên zin đã gọt lên bao êm __che két nước gh racing có thể bán full nguyên xe đồ chơi có sẵn hỗ trợ ace mua xe về zin toàn bộ vì mình còn giữ lại tất cả đồ zin hoặc rã món trên xe cho ae nào có nhu cầu mua bán xem xe trực tiếp tại nhà khu vực sài gòn q8 nha ace giá cả có thể ib thương lượng ạ or zl cảm ơn ad duyệt bài và cảm ơn ace đã xem tin ạ mình không rành về xe nếu có phần nào trong bài dùng từ không đúng mong ace chỉ giúp và hoan hỉ bỏ qua hay có thắc mắc gì thì nhẹ nhàng ib với em ạ,0,0,0,0,0,1,1
4000000.0,9.94 tr,11.66 tr,Ducati,Dòng khác,999,Tay côn/Moto,50 - 100 cc,Trung Quốc,6,142.71428571428572,ducati mini máy bốc xe cứng xe êm máy bốc dàn chân trắc k có nhu cầu sử dụng chia lại ae,0,0,0,0,0,0,0
3500000.0,7.46 tr,8.75 tr,Yamaha,Jupiter,88000,Xe số,100 - 175 cc,Việt Nam,14,5866.666666666667,dư xe cần ra đi trong ngày ạ k9c điện đèn đầy đủ máy keu xe như hình có fixx,0,0,0,0,0,0,0
7000000.0,6.75 tr,7.93 tr,Yamaha,Jupiter,300000,Xe số,100 - 175 cc,Nhật Bản,12,23076.923076923078,xe ít sử dụng nhà dư nên bán xe giấy tờ chính chủ ae nào muốn ký giấy sang tên mình ký dùm cho xe bị tuột nồi và hết bình nên không đề máy được chỉ đạp được thôi ae nào mua thì mình bớt chút cho về sửa lại chạy đi cày rất ok đặc biệt xe rất ít hao xăng,0,1,0,0,0,0,1
8000000.0,2.88 tr,3.38 tr,Honda,Cub,26365,Xe số,50 - 100 cc,Việt Nam,15,1647.8125,xe cub cọp kim xăng vàng bao tes lại về thêm được một em cub 81 kim xăng vàng máy ok nhọt đạp là nổ hàng này là ngon nhe ai thiện chí thì mua giá con thương lượng,0,0,0,0,0,0,0
16000000.0,15.49 tr,18.18 tr,Honda,Vision,35000,Tay ga,100 - 175 cc,Nhật Bản,11,2916.6666666666665,xe đẹp lấy về chỉ chạy bao tranh chấp xe đẹp ít hao xăng mua về chỉ chạy ko cần làm gì thêm,0,0,0,0,0,0,0
19000000.0,12.48 tr,14.66 tr,Honda,Wave,350,Xe số,100 - 175 cc,Nhật Bản,1,175.0,xe wave 2025 y mới giá tốt wave alpha 2025 mua head 1 tháng dán full keo nguyên xe vặn ga lăn bánh bóp kèn đạp thắng 350 chính chủ ký giấy uq mb thoải mái giá 19 000 000 tiết kiệm dc vài củ mua xe mới ace nào quan tâm cứ inbox trực tiếp,0,1,0,0,0,0,1
10900000.0,11.69 tr,13.72 tr,Honda,Wave,45500,Xe số,100 - 175 cc,Việt Nam,7,5687.5,wave a 2019 cầm đồ thanh lý wave a 2019 xe đẹp máy êm ko uỷ quyền được có cccd chủ xe cavet giấy bán xe cửa hàng bao tranh chấp ae quan tâm qua chạy thử xe ạ,0,1,0,0,0,0,0
6500000.0,8.71 tr,10.22 tr,Yamaha,Luvias,300000,Tay ga,100 - 175 cc,Nhật Bản,11,25000.0,luvias xe chính chủ biển sài gòn nhà dư dùng cần bán luvias xe chính chủ biền sài gòn công chứng sang tên đầy đủ xe nhà mẹ đi nay không đi nữa cần bán xe nhà đang đi nên máy êm bình đề xi nhan đầy đủ mua về chỉ đổ xăng chạy khôbg hư hao gì hết ai cần liên hệ khu vực sài gòn quận 8,0,0,0,0,0,0,1
56000000.0,55.9 tr,65.62 tr,Honda,SH,47000,Tay ga,100 - 175 cc,Việt Nam,9,4700.0,sh125 cbs 2017 nguyên zin chính chủ xe chính chủ sử dụng l xe zin chỉ thay mạch tăng sáng bao đi đêm,0,0,0,0,0,1,1
25000000.0,,,Honda,Winner X,30000,Tay côn/Moto,100 - 175 cc,Việt Nam,4,6000.0,winner x 2022 trắng đỏ candy kiểng keng winner v2 đk 2022 pxl úp áo winner v3 trắng đỏ candy tem rời dán đè tem zin ổ khoá smarkey phuộc trước hạ 3 phân canh lại dầu phuộc sau nitron dna bình dầu gấp nối vd 7 pát tăng sên âm xịn họng xăng 32 swr lọc trụ rl nds recto mới thay vỏ dunlop 80 110 còn đẹp mâm zin sơn bạc mạch tắt máy tắt đèn hậu i8 led audi pô zin v2 tháp cổ tăng chân chống inox cốt bánh trước sau inox salaya tay thắng tay con xiken ốc titan salaya full xe cảng led lc gác chân malay yên kimdan bao tay rcb gù tạ inox kính xoay 360 xe bảo dưỡng định kì nên bao êm xe chính chủ biển 47 cần ra đi hoặc giao lưu vario 150 160 ab150 160 keng cảm ơn anh em,0,0,0,0,0,1,1
19600000.0,16.76 tr,19.67 tr,Yamaha,Exciter,30816,Tay côn/Moto,100 - 175 cc,Việt Nam,8,3424.0,ex150 1 đời chủ mau bán quỷ quyền nhanh lẹ đứa em đổi sh bán excenter 150cc 5 2018 1 đời chủ mua bán hây quỷ quyền nhanh lẹ xe đi êm 30816 km nguyên zin xem xe 1112 phạm thế hiển p5q8,0,0,0,0,0,1,0
6500000.0,7.57 tr,8.89 tr,Honda,Air Blade,12345,Tay ga,100 - 175 cc,Không rõ,18,649.7368421052631,honda airblade màu đen giá 6 5 triệu đồng sản xuất 2008 máy chạy êm mạnh chỉ dùng đi làm hàng ngày thay dầu đều đặn mỗi tháng lốp mới dùng chưa tới 1 năm thắng trước sau mới thay chưa tới 6 tháng có cà vẹt xem xe tại quận 7 8,0,0,0,0,0,0,0
6500000.0,7.57 tr,8.89 tr,Honda,Air Blade,12345,Tay ga,100 - 175 cc,Không rõ,18,649.7368421052631,honda airblade màu đen giá 6 5 tr sản xuất 2008 máy chạy êm mạnh chỉ dùng đi làm hàng ngày thay dầu đều đặn mỗi tháng lốp mới dùng chưa tới 1 năm thắng trước sau mới thay chưa tới 6 tháng có cà vẹt xem xe tại quận 7 8 liên hệ số,0,0,0,0,0,0,0
35000000.0,10.03 tr,11.77 tr,Honda,Wave,14000,Xe số,50 - 100 cc,Nhật Bản,23,583.3333333333334,nay e cần bán 1 xe wave zin mộc anpha 2003 nhìn xác xe này thì kiếm đâu ra chất xe tê tái áo zin sạch sẽ chân zin phuộc nice zin đầu lòng zin ai đam mê dòng này thì alo e,0,0,0,0,0,1,0
6500000.0,4.4 tr,5.16 tr,Kymco,Candy Hi,210193,Tay ga,Dưới 50 cc,Đài Loan,14,14012.866666666667,bán xe kymco candy 50 cho học sinh ko cần bằng lái xe ngon máy êm xe không chính chủ đã thay nồi mới vỏ date mới dàn áo còn đẹp 80 làm máy nhẹ nồi mới mua về chỉ chạy bao tranh chấp xe nhà đi kỹ xem xe quận 8,0,0,0,0,0,0,1
8000000.0,6.57 tr,7.71 tr,Piaggio,Vespa,15000,Tay ga,100 - 175 cc,Không rõ,15,937.5,bán xe vespalx150 bán xe vespalx150 giá 8tr ở q8 xe k sang tên được vì chủ đã mất nhiều năm giấy tờ xe đầy đủ,0,0,0,0,0,0,0
12800000.0,11.13 tr,13.07 tr,Honda,Chaly,2000,Xe số,Dưới 50 cc,Không rõ,2,666.6666666666666,chaly 50cc 2024 bstp như mới mua cho con gái nhưng ko chịu chạy nay bán cho ace nào nhu cầu xe chaly hàng việt thái xe như hãng dắt ra mới 99 máy móc êm ru ko hao xăng bấm đề nhẹ là nổ rất thích hợp người lớn tuổi mấy e đi học ko cần bằng lái xe bstp chính chủ ký giấy hoặc uỷ quyền nhanh lẹ xe xem 56 dạ nam p2 q8,0,1,0,0,0,0,1
18000000.0,15.31 tr,17.98 tr,Honda,Lead,25000,Tay ga,100 - 175 cc,Việt Nam,12,1923.076923076923,bán lead 2014 máy zin chưa rớt đầu xe mình đang đi nay cần bán máy zin êm vọt giá 18 triệu qua xem xe se rõ hơn,0,0,0,0,0,1,0
6800000.0,5.94 tr,6.97 tr,Honda,Wave,30000,Xe số,100 - 175 cc,Không rõ,16,1764.7058823529412,wave rsx 2010 e cần thanh lý xe wave rsx 2010 ko sang tên cửa hàng bán bao tranh chấp máy êm dàn áo có chỗ thay có chỗ trầy theo năm tháng khoá cốp hư ko có khoá đc ae quan tâm qua cửa hàng coi xe ạ,0,1,0,0,0,0,0
2200000.0,6.99 tr,8.21 tr,Honda,Wave,10000,Xe số,100 - 175 cc,Việt Nam,14,666.6666666666666,ra đi wave lốc đen đi cày hoặc về dọn tình hình dư chiếc wave cũ lốc đen cần bán nhanh tình trạng cũ áo có bể đạp là nổ cày bừa thoải mái giá này ae tự hiểu đừng nhắn hỏi gt nhen nhanh gọn fix cf thanks chợ tốt,0,0,0,0,0,0,0
23000000.0,23.81 tr,27.95 tr,Honda,Winner,123,Tay côn/Moto,100 - 175 cc,Việt Nam,3,30.75,xe winner xe winrer đời 2023 xe zin đẹp ít sử dụng nên cần bán lại,0,0,0,0,0,1,0
14500000.0,14.19 tr,16.66 tr,Honda,Wave,23524,Xe số,100 - 175 cc,Việt Nam,3,5881.0,do dư xe cần để lại cho ai thiện chí mình dư 1 chiếc xe mới mua dc 1 năm cần để lại cho ai thiện chí cần bán gấp xe đời 2024,0,0,0,0,0,0,0
130000000.0,95.08 tr,111.62 tr,Honda,SH,30000,Tay ga,100 - 175 cc,Nước khác,16,1764.7058823529412,sh 150 nhập ý số máy 105 dư dùng nên cần bán sh 150 nhập ý số máy 105 xe đầu có chạm nồi zin nguyên bộ đường nước đẹp xe dàn ngoài sạch sẽ ae về chỉ việc sử dụng giá 130tr thương lượng cho anh chị thiện chí về sử dụng,0,1,0,0,0,1,0
19000000.0,16.87 tr,19.8 tr,Honda,PCX,123,Tay ga,100 - 175 cc,Việt Nam,14,8.2,xe pcx đời 2012 xe đẹp cần bán gấp xe pcx 125cc 1 đời chủ xe người lớn tuổi chạy kỷ chạy 40 000 km 2 chia khóa 2 remote mốt trộm,0,0,0,0,0,0,0
28500000.0,40.54 tr,47.59 tr,Honda,Vario,45000,Tay ga,100 - 175 cc,Nước khác,8,5000.0,vario 125cc đi 45 000km xe đi tỉnh nhiều nhưng thay nhớt đều đặn 1000km bs xe 59l2 98112 mình mới đổi xe chưa lấy biển số nên nếu ai mua thì tầm 2 tuần mới lấy xe được ạ,0,0,0,0,0,0,0
45000000.0,41.94 tr,49.23 tr,Yamaha,Exciter,100,Xe số,100 - 175 cc,Thái Lan,20,4.761904761904762,cần bán exciter 2006 1 càng xe dọn đẹp cần bán exciter 135 đời 2006 1 càng nhập thái xe chính chủ dọn đẹp ai có nhu cầu liên hệ minh,0,0,0,0,0,0,1
13000000.0,11.43 tr,13.42 tr,Honda,Wave,5000,Xe số,100 - 175 cc,Nhật Bản,6,714.2857142857143,wave a 2020 cần bán xe zin chính chủ ký mua bán ủy quyền ae cần lh,0,1,0,0,0,1,1
9700000.0,7.84 tr,9.2 tr,Suzuki,Impulse,40,Tay ga,100 - 175 cc,Thái Lan,9,4.0,xe s impulse 125cc fi đen nhám 2017 92 đổi xe khác nên ra đi xe s implus màu đen nhám đẹp cực kỳ còn 95 xe xài kỹ ít đi mới bảo dưỡng trước tết bsố 84 dàn áo còn mới keng cốp xe rộng rãi và rất tiết kiệm xăng do hệ thống fi đầy đủ chức năng cặp vỏ xe còn mới tinh odd mới 39k km máy móc còn zin chưa đụng gì do ít đi xe mới bảo dưỡng trước tết nên dành cho ai cần mua xe đẹp và ngon thì lhệ xe bao tc gtđđ do chủ củ cầm kg tiền xin lh tks ad chotot,0,0,0,0,0,1,0
28300000.0,25.62 tr,30.07 tr,Yamaha,Freego,1200,Tay ga,100 - 175 cc,Việt Nam,2,400.0,freego s bản abs siêu lướt 2024 yamaha freego s bản abs siêu lướt đời 2024 odo 1200 km còn bảo hành chính hãng xe mới keng như vừa dắt từ hãng ra giá đi nhanh 28 2 triệu đã lên cặp gù chống rung đầu xe yên kymdan lót chân bao công chứng mua bán lan anh 40 tuổi,0,0,1,0,0,0,0
8000000.0,6.64 tr,7.79 tr,Honda,Lead,82000,Tay ga,100 - 175 cc,Việt Nam,16,4823.529411764706,bán xe lead giá tốt xe đẹp chính chủ thông tin xe dòng xe honda lead năm sản xuất 2010 số km đã đi 82 000 tình trạng vd máy êm chưa sửa chữa lớn dàn áo đẹp giấy tờ chính chủ cà vẹt gốc biển số khu vực số đẹp nếu có giá bán 8 000 000 vnd khu vực quận 8 xe mới làm lại máy giá 2tr xe đẹp giữ gìn kỹ tiết kiệm xăng thích hợp đi lại hàng ngày ai cần inbox hoặc gọi trực tiếp để xem xe ngay,0,0,0,0,1,0,1
68800000.0,57.96 tr,68.03 tr,Honda,SH,28000,Tay ga,100 - 175 cc,Không rõ,8,3111.1111111111113,chính chủ đứng bán sh150i cbs 2017 2019 keng ít đi nên mình cần bán lại xe sh150i cbs date 2017 2019 xe đã sơn full xe áo bạc porche dàn chân đen nhám sporty bảo dưỡng full như vệ sinh kim phun buồng đốt thay full nồi mới mới thay nhớt mới thay nhớt fuch sikolene pro định kì 2000km lần odo 28k có tăng nhẹ do đi cafe đã lên bi cầu titan f150 plus độ sáng cực kì phê mão chắn gió sh ý cặp kính zin sh350i mới mua gắn lên được 1 tuần dàn ốc zin keng 7 màu sáng bóng xe chạy êm nhẹ không rung rần mình chính chủ đứng tên kí giấy mua bán công chứng mình giữ biển để định danh xe khác nên chỉ kí mua bán công chứng thôi nhé không tiếp cò lái kí uỷ quyền có fix lộc lá,0,1,0,0,0,1,1
65000000.0,40.73 tr,47.82 tr,Honda,SH,54000,Tay ga,100 - 175 cc,Nước khác,18,2842.1052631578946,bán sh ý 2008 biển số 43938 thần tài ông địa nhỏ bán sh ý 2008 biển số phong thuỷ thần tài ông địa nhỏ xe đi kĩ,0,1,0,0,0,0,0
